Version,Dsetid,P040001,P040002,P040003,P040101,P041001,P041201,P041201a,P041202,P041203,P041204,P041204a,P041204b,P041204c,P041205,P041206,P041207,P041208,P041208a,P041209,P041210,P041211,P041212,P041213,P041214,P041214a,P041215,P041216,P044001,P044002,P044003,P044004,P044005,P044006,P044007,P044008,P044009,P044010,P044011,P044012,P044013a,P044013b,P044013c,P044014a,P044014b,P044014c,P044015a,P044015b,P044016,P044017,P044018,P044019,P044020,P044021,P044022,P044023,P044024,P044025,P044026,P044027,P044028,P044029,P044029a,P044029b,P044029c,P044101,P044102,P044103,P044104,P044105,P044106,P044107,P044108,P044201,P044401,P044402,P044403,P044404,P044405,P044406,P044407,P044408,P044409,P044410,P044411,P044412,P044413,P044414,P044415,P044416,P044417,P044418,P044419,P044420,P044421,P044422,P044423,P044424,P044425,P044426,P044427,P044428,P044429,P044430,P044431,P044432,P044433,P044434,P044435,P044436,P044437,P044438,P044439,P044440,P044441,P044442,P044443,P044444,P044445,P044446,P044447,P044448,P044449,P044450,P044451,P044452,P044453,P044454,P044455,P044456,P044457,P044458,P044459,P044460,P044461,P044462,P044463,P044464,P044465,P044466,P044467,P044468,P044501,P044502,P044503a,P044503b,P044503c,P044504a,P044504b,P044504c,P044505a,P044505b,P044505c,P044506,P044506a,P044506b,P045001,P045002,P045002a,P045003,P045003a,P045004,P045004a,P045004x,P045005,P045005a,P045005x,P045006,P045006a,P045006x,P045007,P045008,P045009,P045010,P045011,P045012,P045013,P045014,P045015,P045016,P045017,P045018,P045019,P045020,P045021,P045022,P045023,P045024,P045025,P045026,P045027,P045028,P045029,P045030,P045031,P045032,P045033,P045034,P045035,P045036,P045037,P045038,P045039,P045040,P045041,P045042,P045043,P045044,P045045a,P045045b,P045045x,P045046,P045047,P045047a,P045048x,P045049,P045049a,P045050,P045051,P045052,P045053,P045054x,P045054,P045055,P045056,P045057,P045058,P045058a,P045058b,P045058x,P045059,P045059a,P045060,P045061,P045062,P045063,P045064,P045065,P045066,P045067,P045068,P045069,P045070,P045071a,P045071b,P045071x,P045072,P045073,P045074a,P045074b,P045074x,P045075a,P045075b,P045075x,P045076,P045077,P045078,P045079,P045080a,P045080b,P045080x,P045081,P045082,P045083,P045084x,P045084a,P045085a,P045085b,P045085x,P045086,P045087,P045088,P045089,P045089x,P045090,P045091,P045091x,P045092,P045093,P045094,P045095,P045096,P045097,P045097a,P045097b,P045098,P045099,P045100,P045101,P045102,P045103,P045104,P045105,P045106,P045107,P045108,P045109,P045110,P045111,P045112,P045112x,P045113,P045113a,P045114,P045114x,P045115,P045115a,P045116,P045117,P045118,P045118a,P045118x,P045118b,P045119,P045120,P045121,P045122x,P045122,P045123a,P045123b,P045123x,P045124,P045125,P045126,P045127,P045128,P045129,P045130,P045131,P045132,P045133,P045134,P045135,P045136,P045137,P045138,P045139,P045140,P045141,P045142,P045143,P045144,P045145,P045146,P045147,P045148,P045149,P045150,P045151,P045152,P045153,P045154,P045155,P045156,P045157,P045158,P045159,P045160,P045161,P045162,P045163,P045164,P045165,P045166,P045167,P045168,P045169,P045170,P045171,P045172,P045173,P045173a,P045174,P045174a,P045174b,P045175,P045175a,P045175b,P045176,P045177,P045178x,P045179a,P045179b,P045180a,P045180b,P045180c,P045180x,P045181,P045182,P045183,P045184,P045185a,P045185b,P045185c,P045185x,P045186x,P045187,P045188x,P045188,P045189x,P045190x,P045191,P045192,P045193,P045201,P045202,P045203,P045204,P045205,P045206,P045206a,P045207a,P045207b,P045207c,P045207d,P045207e,P045209
2004NES_VERSION:2005MAY02,2004.S,560,1262,1794,0.3147,4,New York      ,NY,36,13,28,NY28,3628,1328,1, 4,999,99999, ,9999.99,99999,99999,9999,5,999,99999,3628,3629,7,1,1, 2,1,1,5,5,5,5,1,1,1053,1103, ,    ,    , ,    ,    , 57.6,1,1103, 1, 2,20,1,1112,  , ,    ,1,5,5, , ,    ,1053,2,3,2,0,0, 1,3,2, 5,10, 2, 1, 3, 4, 9, 6, 7,11, 8,23,15,19,17,21, 5,12, 3,14,11,18,24,26, 7,20, 4,16, 9, 8,22,13, 1,10, 6, 2,25,13, 1, 4, 5,11, 6,12,10, 9, 7, 8, 2, 3,1,1,2,2,2,3,1,4, , , , ,1,2,1, ,1,1,12,19,0,0,0,1,0,1,4,1,4, 0,10,0,1,1,6,1,3,1,1,1,1,1,1,1,5,2, 60, 50, 60, 25, 40, 50, 20, 60, 50, 25, 90, 25, 50, 60, 75, 60, 75, 75, 60, 40, 50, 40, 75, 75, 75, 50, 75, 65, 75, 75, 75, 75, 60, 75, 30, 75, 75, 80,1, ,1, ,1,  ,1,1,3,1, 3,1,1,1,1,7,1,1,3, ,1,4,5, ,5,1,5,5,5,5,5,5,1,3,3,3, ,3,3,1,3, ,3, ,1,1,2,3,1,3, ,1,1,3,1,2,2,1, ,1,1,1,1,5, ,3,1,5,2,1,1,5,2,2,1,1, ,2,3,2, , , ,3,4,4,4,1,3,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,3,5,3,2,1, ,5,2,1,1,3,4,3,5,4,1, , , , , ,1,5,5,5,3,5,5,1,1,5,5,5,2,1,1,1,1,2,1,5,5,1, ,1,1,5,1,5,1,1,5,5,3,4,2,2,1,3,1,2, ,5, , ,2,1,  4, , ,1, ,3, 2,1,1,5,1,50,  ,  ,50,0,5,0, ,18,18,1,5, 74,1,3,3,1,2,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,561,1443,1235,0.5272,4,New York      ,NY,36,13, 4,NY04,3604,1304,1,14,999,99999, ,9999.99,99999,99999,9999,5,999,99999,3604,3604,6,1,1, 1,1,1,5,5,5,5,1,1,1045,1104, ,    ,    , ,    ,    , 43.1,1,1104, 2, 5,20,1,1112,  , ,    ,1,5,5, , ,    ,1045,2,4,2,0,0, 3,3,2, 3,10, 9, 2, 1, 5, 7, 6,11, 8, 4,25,19,14,12,13, 8,24,16, 1,17, 3,21,20, 6, 4, 9,15,10,26,11, 7,18,23, 2,22, 5, 4, 8,12,11, 2,13, 5, 7,10, 3, 6, 9, 1,2,2,2,1, , , , ,4,2,3,1,2,2,1,2, ,2,12,19,0,0,0,0,0,0,1,1,1, 1,10,0,1,1,2,1,3,1,1,1,1,1,1,1,1,1, 75, 15, 70, 25, 25, 50, 25, 60, 25, 25, 60, 25, 50, 75, 75, 75, 60, 75, 75, 40, 75, 75, 75, 60, 60, 60, 75, 75, 40, 75, 60, 75, 60, 60, 60, 75, 60, 60,5, ,5,1, ,  ,3, , , ,  , , ,1, , ,1,2,1,5, ,5,1,6,1,5,5,5,5,5,5,5,3,3,3, ,3,3,2,1, ,1,1, ,3,3,3,3,1,3,3, ,3,1,1,2,2,1, ,5,2,1,1,5, ,3,1,5,2,5,5,5,2,2,1, ,1, , , ,2,3,2,6,6,4,6,3,4,2,5,5,4,5, , ,0, , , , ,1,5,2,7,3,3,3,2,1, ,5,2,0,1,3,5,5,4,5,3,5,5,1,1,5, , , , , ,1,1,5,5,5,1,1,3,1,5,1,1,2,5,1,1,1, ,5,1,1,5,1,1,1,5,5,2,5,2,2,1,5,1,3, ,5, , ,2,2,  4, , ,1, ,3, 2,1,1,5,1,50,  ,  ,50,0,5,0, ,75,75,1,1, 77,2,3,3,1,3,1,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,563, 963, 524,0.2238,4,California    ,CA, 6,71, 8,CA08, 608,7108,4,29,999,99999, ,9999.99,99999,99999,9999,5,999,99999, 608, 608,3,1,1, 3,1,1,5,5,5,5,1,1,1031,1107, ,    ,    , ,    ,    , 38.6,4,1107, 5,14,20,1,1112,  , ,    ,1,5,5, , ,    ,1031,2,4,2,0,0, 0,1,2, 4, 9, 3, 6, 2,10,11, 5, 7, 1, 8,20, 7,10,11, 9,18,25,22,16, 2,19,21, 1,12, 5, 3,23,13,17, 6, 4,24,15, 8,14,26, 5, 9,12,13, 1,11, 6, 2, 3, 8, 4, 7,10,1,1,2,2,3,2,4,1, , , , ,1,2,1, ,2,2,12,19,0,0,0,0,0,0,1,1,1, 1,10,0,1,1,7,1,1,5,1,5,5,1,5,5,1,5,  0, 75,  0, 80, 85,  0, 98, 50, 10, 90, 50, 95, 60, 50, 85, 10,100, 90, 75, 50, 50, 10, 95, 80, 90,  0, 98, 25, 90, 95, 90, 90, 70, 90, 60, 98, 90,100,1, ,1, ,1,  ,1,1,1,1, 3,1,1,1,1,1,4,1,2,1, ,0,5, ,5,1,5,5,5,5,5,5,3,1,2,2, ,2,1,1,3, ,3, ,1,1,2,1,1,1, ,1,1,2,1,1,2,5, ,1,5,5,5,5, ,3,3,1,5,1,5,1,3,1,4,4, ,4,4,4, , , ,1,7,3,7,1,5,9,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,5,1,2,5, ,1,5,5,1,1,2,7,3,7,1, , , , , ,1,5,3,5,1,1,9,1,1,5,5,1,3,1,1,1,5,3,1,5,5,1,5, ,1,5,5,5,1,1,5,1,3,5,4,2,1,5,1,1,2,1,5,5,9,1, 14,5,5,9, , ,89,9,5,5,1,89,  ,  ,89,0,9,0, ,15,15,1,5, 60,2,2,1,1,2,1,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,564, 222, 645,0.5239,4,Illinois      ,IL,17,21,13,IL13,1713,2113,2, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,1713,1713,2,1,1, 3,1,1,5,5,5,1,2,2,1005,1104,1,1016,1105, ,    ,    , 48.0,2,1105, 3, 6,20,1,1112,  , ,    ,1,5,5, , ,    ,1016,2,4,2,0,0, 1,1,2, 6, 2, 1, 4, 7, 3,11, 5, 8,10, 9,20,17,10, 3, 8,12,26,15, 2,13, 1, 4,19, 9,25,14,16, 5,11, 6,22,23, 7,24,18,21, 5, 8, 6, 9, 7, 4,13,11, 2,10,12, 3, 1,1,2,2,1, , , , ,1,2,3,4,1,1,1,1, ,1,21,65,0,0,0,0,0,0,1,1,1, 3,20,0,1,1,7,1,3,1,5,2,1,1,1,5,5,4, 80, 40, 60, 35, 35, 20, 10, 70, 35, 50, 80, 10, 80, 45, 90, 50, 80, 80, 60, 30, 50, 50,100, 80, 80, 50, 90, 50, 50, 80, 80, 80, 50, 80, 50, 80, 80, 80,1, ,1, ,1,  ,1,1,3,1, 1,1,5,1,1,7,1,1,1,1, ,6,1,6,1,1,5,5,5,5,5,5,3,3,3,3, ,3,3,3, ,1,1, ,1,1,3,1,1,3,1, ,1,1,1,3,1,5,5, ,4,1,1,5, ,3,5, ,3,1,1,5,2,1,2, ,2, , , ,2,4,2,5,6,3,5,1,5,2,1,1,1,1,1,1,1,1,5,2,3,1,5,2,3,3,5,1,2,1, ,5,2,5,1,3,4,4,4,4,3,1,8,1,8,3, , , , , ,3,5,3,1,5,5,5,3,3,5,3,3,2,1,5,5,5,5, ,1,1,5,5,1,1,5,5,3,4,2,2,1,5,1,1,2,1,5,5,1,1,  4, , ,3,5, , 7,1,5,5,1,50,  ,  ,50,0,5,0, ,27,27,1,5, 57,1,2,2,1,2,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,565, 801, 335,0.6520,4,South Carolina,SC,45,48, 2,SC02,4502,4802,3, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,1313,1303,2,1,1, 5,1,1,5,5,5,5,1,1,1055,1106, ,    ,    , ,    ,    , 35.3,1,1106, 4,10,20,1,1112,  , ,    ,1,5,5, , ,    ,1055,9,9,9,9,9,99,9,2, 9, 4, 7,11, 8,10, 3, 6, 2, 5, 1, 2, 9, 7,23,13,26,12,11,21,15,19, 6, 3,14, 8, 4,16,20,17,10,18, 5,24,25, 1,22, 3, 7,10, 1, 8, 5, 2,11, 4, 6,13,12, 9,1,2,2,2, , , , ,4,2,1,3,2,1,2,1, ,2,21,55,0,1,1,1,1,1,4,3,3, 0, 1,0,1,1,4,1,3,1,1,1,1,5,2,1,9,9, 70,  0, 90,  0,  0,  0,  0, 80, 90,  0,100,  0, 50, 50,100, 25, 50, 50, 50, 50, 50, 75, 50, 50, 75, 25,100, 50, 50, 50, 50, 50, 50, 50, 25, 50, 50, 50,1, ,1, ,1,  ,1,1,3,1,11,1,5,1,1,5,2,1,3, ,1,4,1,6,5,1,5,5,5,5,5,5,2,2,2,2, ,2,2,2, ,2,2, ,2,2,2,2,2,2, ,2,2,2,1,3,2,1, ,8,8,1,1,1,5,2,1,5,2,1,1,5,1,1,1, ,1, , , ,2,4,1,5,6,2,5,1,3,3,8, , ,5, , ,0, , , , ,5, ,3, ,1,1,1,1,1,1, ,1,5,1,1,1,3,5,3,1,5,8,1,1,5, , , , , ,5,5,1,1,5,1,1,3,1,1,1,1,4,1,5,1,5,1, ,5,5,5,5,5,5,5,5,3,3,1,2,5, ,5, , ,5, , ,1,2,  1,1,1,3,1, , 5,1,5,5,1,50,  ,  ,50,0,5,0, , 2, 2,5,1, 53,2,2,2,1,3,1,5,13,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,566, 890,1515,1.0835,4,Pennsylvania  ,PA,42,14, 6,PA06,4206,1406,1,12,999,99999, ,9999.99,99999,99999,9999,1,999,99999,4206,4207,3,1,1, 3,1,1,5,5,5,1,2,2,1047,1105,1,1035,1107, ,    ,    , 39.6,1,1107, 5, 9,20,1,1112,  , ,    ,1,5,5, , ,    ,1035,1,4,1,0,0, 9,5,2, 4, 3, 2, 7, 5, 8,10, 1, 9, 6,11,24,20,15,14,21,23,26, 7, 6,25,11,19,16, 3,10,22, 2, 4, 1,17, 5,12, 8,13, 9,18,12, 3, 1, 6, 7,13, 9, 2, 5,10, 4,11, 8,2,2,1,2,4,3,1,2, , , , ,2,2,2, ,1,1,21,29,0,0,0,1,0,1,4,1,4, 0,20,0,5,1,5,1,1,1,5,2,1,5,2,1,5,2, 70, 75, 75, 75, 85, 50,  5, 85,777,  5, 85, 10,100, 75, 75, 75,100,100, 25,100,100, 50,100, 75,100,100,100,100,100,100,100,100,100,100, 50,100,100,100,1, ,1, ,1,  ,1,1,1,5, 5,1,1,1,1,1,1,3,2,5, ,1,1,6,1,5,5,5,5,5,5,5,3,1,3, ,1,1,1,1, ,1,1,3, ,3,2,3,3,3, ,1,1,1,1,2,1,1,1, ,1,8,5,5, ,3,3,5,4,3,5,1,3,2,1,1, ,1,3,1, , , ,2,5,2,5,1,3,4,1,1,1,5, , ,0,1,1,2,4,1,5,2,7,3,3,3,1,0, , ,0,0,5,3,7,2,5,2,1, , , , , ,1,3,3,3,1,1,5,5,5,5,5,5,2,1,5,1,1,1,1,5,5,1,5, ,1,5,5,5,1,1,5,1,3,3,3,2,5, ,5, , ,5, , ,1,1,  1,1,1,3,5, , 7,5,5,5,1,50,  ,  ,50,0,5,0, , 7, 5,1,5, 35,1,3,2,1,1,1,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,567, 828,1400,0.2172,4,Ohio          ,OH,39,24, 1,OH01,3901,2401,2, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,3901,3901,6,1,1, 1,1,1,5,5,5,5,1,1,1049,1103, ,    ,    , ,    ,    , 40.0,1,1103, 1, 2,50,1,1112,  , ,    ,1,5,5, , ,    ,1049,1,5,1,0,0,21,6,1, 8, 1, 5,10, 3, 7, 9, 4,11, 2, 6,10,17, 1, 9,14,21, 4,16,11,25,23,18,19,26,22,20,13, 7,24, 3,15,12, 6, 8, 2, 5, 8,12, 1,11, 2,13,10, 7, 5, 4, 3, 6, 9,2,1,1,2, , , , ,1,2,4,3,2,2,1,2, ,1,21,21,0,0,0,0,0,0,1,1,1, 2,30,0,1,1,5,1,3,1,1,1,1,1,1,1,1,1, 95, 30, 90, 30, 30, 30, 40, 95, 80, 20, 95, 20, 90, 70,100, 90, 50, 75, 80, 40, 80, 75, 80, 75, 30, 60, 90, 75, 50, 80, 75, 80, 50, 75, 50, 55, 80, 95,1, ,1, ,1,  ,1,1,3,1, 5,1,5,1,1,5,1,1,1,1, ,6,1,6,5,5,5,5,5,5,5,5,3,1,3, ,1,1,1,1,1, ,1,1, ,1,2,1,1,3, ,1,1,1,1,1,2,1, ,1,1,1,1,5, ,3,1,5,2,5,1,5,1,1,1, ,1, , , ,1,4,1,0,3,2,1,3,5,4,1,1,1,1,1,1,1,5, ,1,3,1,1,1,7,3,5,3,2,1, ,5,2,5,8,3,7,4,8,4,1,1,1,1,1,3, , , , , ,3,5,5,5,5,5,5,2,3,5,5,1,1,1,5,5,1, ,1,5,5,5,5,5,1,5,5,4,4,2,2,1,1,5, , ,5, , ,5,1,  4, , ,1, ,5, 3,1,5,5,1,50,  ,  ,50,0,5,0, ,45,45,1,5, 62,1,2,3,1,1,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,568, 861, 433,1.0985,3,Massachusetts ,MA,25, 3, 2,MA02,2502, 302,1,26,999,99999, ,9999.99,99999,99999,9999,5,999,99999,2502,2503,5,1,1,25,1,1,5,5,5,5,1,1,1021,1120, ,    ,    , ,    ,    , 48.9,1,1120,18,18,20,1,1123,  , ,    ,1,5,5, , ,    ,1021,1,4,2,0,0, 2,1,1, 1, 8, 3, 5, 6, 2,11,10, 9, 7, 4,14,20,16,18, 9,10,22,21,19, 1, 5,15, 4,17,13,25,26, 3,23,11,12, 7,24, 8, 6, 2, 5, 6, 9, 8,11, 2, 3,10, 4,12, 1,13, 7,2,2,2,2,3,2,1,4, , , , ,2,2,2,1, ,1,14,81,0,1,1,1,0,1,4,2,3, 0,10,0,1,1,6,1,1,5,1,5,5,1,5,5,1,5, 10, 85,  5, 90, 85, 55, 95, 60,  5, 85, 50, 95, 80, 40, 50, 50, 85, 85, 50, 95, 65, 40, 65, 65, 80, 25, 85, 95, 90, 75, 90, 65, 95, 90, 60, 25, 70, 95, ,4,1, ,1,  ,1,1,1,1, 3,1,1,4, , ,2,2,2,1, ,0,5, ,5,1,5,5,5,1,1,5,1,1,1, ,1,1,1,1, ,3,3, ,1,1,3,3,3,1, ,1,1,3,1,2,2,5, ,1,5,1,5,5, ,3,5, ,3,7,1,1,3,2,4,4, ,4,2,4, , , ,1,6,2,4,1,3,4,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,3,5,3,1,5,1, ,5,5,1,3,6,3,6,2,3,8,5,1,5,3, , , , , ,1,5,1,5,5,3,5,3,3,1,1,3,2,1,5,5,5, ,1,5,5,1,5,1,1,1,5,3,4,3,2,5, ,5, , ,5, , ,1,1,  1,1,1,3,5, , 7,1,5,5,1,50,  ,  ,50,0,5,0, , 1, 1,1,5, 34,1,2,2,1,2,1,5,80,  ,  ,  ,  ,1
2004NES_VERSION:2005MAY02,2004.S,569,  41,  83,2.7048,4,Texas         ,TX,48,49, 1,TX01,4801,4901,3, 0,999,99999, ,9999.99,99999,99999,9999,1,999,99999,4804,4804,6,1,1,10,1,1,5,5,5,1,2,2,1045,1111,1,1041,1112, ,    ,    , 30.4,2,1112,10,27,50,1,1118,  , ,    ,1,5,5, , ,    ,1041,2,6,2,0,0, 1,1,1,10, 5, 8, 6, 7, 4, 9, 3, 2,11, 1, 2,18,13,11, 6,25,21, 9,10, 1,14,16,19, 7,17, 5, 8, 3,12,22, 4,24,26,23,15,20, 3, 9, 4,11, 1, 7,10,13, 6, 8, 2, 5,12,2,1,1,2, , , , ,3,1,2,4,2,1,2,1, ,1,46,82,0,1,1,0,1,1,1,3,3, 1, 3,9,1,1,1,1,3,1,1,1,1,1,1,1,1,1, 90, 30, 80, 30, 50, 50, 30, 90, 65, 50, 90, 40, 50, 50,100, 50, 90, 90, 70, 30, 50, 50, 50, 50, 90, 70, 90, 50, 50, 50, 90, 50, 50, 90, 50, 50, 90,100,1, ,1, ,1,  ,1,1,3,1, 2,1,5,4, , ,1,2,1,1, ,6,1,5,5,1,5,5,5,5,5,5,3,3,3, ,1,1,1,1,1, ,1,1, ,1,3,3,1,3, ,1,1,1,1,3,1,1,1, ,1,1,1,5, ,3,5, ,3,7,1,1,1,1,1, ,1, , , ,1,3,2,5,6,2,5,1,3,2,1,5,2,5, , ,0,1,3,3,3,1,1,1,7,3,3,3,2,1, ,1,1,0,1,3,0,5,3,5,5,1,1,1,1,5, , , , , ,5,5,3,3,5,5,5,3,3,1,3,3,1,1,5,5,1, ,1,1,5,5,5,5,1,5,5,4,5,1,1,1,1,1,2, ,1,5,5,1,1,  6, , ,3,1, , 5,1,5,5,1,50,  ,  ,50,0,5,0, , 6, 6,1,5, 28,1,3,3,1,3,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,570,1460, 459,4.2422,4,Washington    ,WA,53,73, 7,WA07,5307,7307,4,25,999,99999, ,9999.99,99999,99999,9999,5,999,99999,5307,5307,8,1,1, 1,1,1,5,5,5,5,1,1,1022,1104, ,    ,    , ,    ,    , 35.4,4,1104, 2, 3,20,1,1112,  , ,    ,1,5,5, , ,    ,1022,1,3,1,1,0, 2,1,2, 6, 2,10, 9,11, 5, 3, 8, 7, 1, 4,26,21, 4,10,20,19,11,12,25,24, 9, 1,13,14, 5,17,15, 7,18, 6, 2, 3,16,23, 8,22,10, 5, 8,11, 9, 2, 7, 3,13, 1,12, 4, 6,2,2,1,1, , , , ,3,2,4,1,2,1,2, ,1,1,12,12,0,0,0,0,0,0,1,1,1, 1,30,0,1,1,1,5, ,1,1,1,1,1,1,1,1,1, 60,  0, 60,  0,  0, 50,  0,777,888,  0, 60,  0, 50, 50,100, 50, 50, 50, 55, 45, 50, 50, 55, 50, 50, 50,100, 40, 25, 50, 50, 50, 40, 50, 40, 50,100,100, ,2,5,5, ,  ,4, , , ,  , , ,1, , ,2,2,3, ,1,4,5, ,5,5,1,5,5,5,5,5,3,1,3, ,3,3,1,3, ,1,1,1, ,1,1,3,1,3,1, ,1,1,1,3,2,1, ,5,2,1,1,5, ,3,5, ,3,5,1,5,2,2,2, ,2, , , ,2,4,2,5,5,3,5,3,3,2,5,5,4,5, , ,0, , , , ,1,5,2,3,3,3,1,1,0, , ,0,0,0,3,0,5,4,5,5, , , , , ,3,3,1,3,5,3,5,3,5,5,3,1,3,3,5,3,3,2,5,3,1,5, ,5,5,5,5,5,5,5,5,5,2,4,2,2,5, ,5, , ,5, , ,5,2,  3, , ,8, , ,88,5,8,8,8,50,  ,  ,50,0,5,0, , 5, 5,5,1, 36,2,4,3,1,3,3,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,571, 303,1425,1.7974,4,Louisiana     ,LA,22,45, 7,LA07,2207,4507,3, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,2207,2207,3,1,1,23,1,1,5,5,5,1,2,2,1026,1201,2,1048,1201, ,    ,    , 52.5,2,1201,30,19,50,1,1209,  , ,    ,1,5,5, , ,    ,1048,1,4,9,1,0, 1,1,1, 3, 6, 2, 7, 8, 4,11,10, 5, 1, 9, 7, 3, 8,23,12, 6,24,19,21,10, 2,14,18,17,11,22,16,20, 1,26,15, 9, 4, 5,25,13,12, 3, 8, 9, 2, 4,11, 1, 7,13,10, 5, 6,2,2,1,2,2,4,3,1, , , , ,2,2,2, ,1,1,94,55,0,0,0,0,0,0,1,1,1, 1, 2,1,1,1,4,1,1,5,1,5,5,1,5,5,5,4, 70, 89, 65, 75, 80,888, 95, 85,777, 95,888, 95, 90, 75,100, 80, 85, 85, 75, 80, 80, 70,100, 95, 85, 75,100, 85, 80, 85, 80, 80, 85, 85, 80, 85, 80, 90, ,4,1, ,1,  ,1,1,1,1, 5,1,1,1,1,1,2,2,2,1, ,0,5, ,5,1,5,5,5,5,5,5,1,1,1, ,3,3,1,1, ,1,1,1, ,1,3,1,3,1, ,1,1,1,1,2,1,1,1, ,1,1,1,5, ,3,5, ,3,3,1,5,1,1,2,2, ,3,2,3, , , ,0,4,5,4,3,3,2,5,1,5,1,1,1,1, , , , ,1,1,1,3,1,5,1,1,0, , ,0,5,1,3,6,5,6,4,1, , , , , ,1,1,1,3,1,5,5,5,5,5,1,1,2,1,1,3,3,2,1,1,5,1,5, ,5,1,5,5,5,1,5,5,3,5,1,2,1,5,1,3, ,5, , ,5,2,  1,1,5,1, ,3, 2,5,1,1,5,10,  ,  ,10,0,5,0, ,12,12,1,1, 45,1,3,3,1,3,1,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,572,  87, 666,0.9305,4,North Carolina,NC,37,47, 5,NC05,3705,4705,3, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,3705,3705,3,1,1, 7,1,1,5,5,5,5,1,1,1042,1109, ,    ,    , ,    ,    , 51.8,1,1109, 7,15,20,1,1118,  , ,    ,1,5,5, , ,    ,1042,2,3,1,0,0, 1,4,1, 9, 2, 7,10, 3,11, 4, 6, 5, 1, 8,16,20, 7,18,26, 5,17, 8,15, 2,23,24, 9,11,13,25, 1,22,10,19, 6,21, 4,12, 3,14, 9, 4, 3, 8,12, 6, 5,11, 7, 1,10,13, 2,2,1,2,1,4,2,1,3, , , , ,1,2,2, ,1,1,65,55,0,0,0,0,0,0,1,1,1, 2, 2,2,1,1,1,1,1,5,1,5,1,5,2,5,1,5, 60, 60, 50, 70, 60, 30, 80, 70, 60, 50, 60, 70, 70, 60,100, 60, 70, 70, 80, 50, 50, 50, 70, 60, 60, 70,100, 80, 50, 70, 70, 50, 50, 70, 60, 50, 50,100, ,4,1, ,1,  ,1,1,3,1, 9,1,5,1,1,1,2,3,2,5, ,1,1,8,5,5,5,5,5,5,5,5,1,3,2, ,3,3,1,1,1, ,1, ,3,3,2,1,1,2,1, ,1,1,1,3,1,1,5, ,2,1,1,5, ,3,3,1,5,3,1,5,1,1,2,2, ,1,3,1, , , ,0,7,8,8,3,5,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,3,1,5,3,2,0, , ,0,0,0,3,7,3,7,3,1, , , , , ,1,3,8,8,1,5,5,5,5,5,1,1,2,1,1,1,3,2,5,1,5,1,5, ,1,1,5,1,5,5,5,5,5,5,1,1,1,5,1,4, ,5, , ,1,1,  1,1,5,3,3, , 6,5,5,5,1,50,  ,  ,50,0,5,0, ,48, 7,1,5, 48,3,3,3,1,3,1,5,80,  ,  ,  ,  ,5
